"data";"ativo";"preco_abertura";"preco_alto";"preco_baixo";"preco_fechamento";"volume_negociado";"indicador";"valor_indicador";"rendimento_tesouro"
2024-10-18;PETR4.SA;36.980;37.070;36.410;36.830;32000800;Weighted Moving Average (WMA);35.887;3.950
2024-10-18;MSFT;417.140;419.650;416.260;418.160;17145317;Commodity Channel Index (CCI);51.278;3.950
2024-10-18;ITUB4.SA;35.200;35.380;35.020;35.280;15625000;Triple Exponential Moving Average (TEMA);34.552;3.950
2024-10-18;GOOGL;163.190;164.710;163.080;163.420;19757661;Simple Moving Average (SMA);163.912;3.950
2024-10-18;AAPL;236.180;236.180;234.010;235.000;46431472;Exponential Moving Average (EMA);230.639;3.950
2024-10-17;VALE3.SA;61.020;61.320;60.640;60.760;20345200;Double Exponential Moving Average (DEMA);61.029;3.960
2024-10-17;PETR4.SA;37.210;37.210;36.690;36.930;22174300;Weighted Moving Average (WMA);35.986;3.960
2024-10-17;MSFT;422.360;422.500;415.590;416.720;14820004;Commodity Channel Index (CCI);64.895;3.960
2024-10-17;ITUB4.SA;34.690;35.430;34.540;35.110;19691800;Triple Exponential Moving Average (TEMA);34.389;3.960
2024-10-17;GOOGL;165.730;166.370;162.760;162.930;21453395;Simple Moving Average (SMA);164.398;3.960
2024-10-17;AAPL;233.430;233.850;230.520;232.150;32993810;Exponential Moving Average (EMA);229.466;3.960
2024-10-16;VALE3.SA;61.930;62.380;61.580;62.340;29731800;Double Exponential Moving Average (DEMA);61.279;3.930
2024-10-16;PETR4.SA;37.550;37.580;37.190;37.210;23041200;Weighted Moving Average (WMA);36.049;3.930
2024-10-16;MSFT;415.170;416.360;410.480;416.120;15508932;Commodity Channel Index (CCI);-56.472;3.930
2024-10-16;ITUB4.SA;35.250;35.270;34.850;35.040;34988700;Triple Exponential Moving Average (TEMA);34.497;3.930
2024-10-16;GOOGL;164.530;165.800;163.740;165.160;16406030;Simple Moving Average (SMA);164.266;3.930
2024-10-16;AAPL;231.600;232.120;229.840;231.780;34082240;Exponential Moving Average (EMA);228.642;3.930
2024-10-15;VALE3.SA;61.100;61.200;60.570;61.170;25559300;Double Exponential Moving Average (DEMA);61.212;3.950
2024-10-15;PETR4.SA;37.210;37.410;37.060;37.400;28204600;Weighted Moving Average (WMA);36.056;3.950
2024-10-15;MSFT;422.180;422.480;415.260;418.740;18900201;Commodity Channel Index (CCI);76.927;3.950
2024-10-15;ITUB4.SA;34.900;35.310;34.730;35.250;28801300;Triple Exponential Moving Average (TEMA);34.301;3.950
2024-10-15;GOOGL;165.785;167.680;164.625;165.460;20247195;Simple Moving Average (SMA);164.455;3.950
2024-10-15;AAPL;233.610;237.490;232.370;233.850;64751367;Exponential Moving Average (EMA);228.041;3.950
2024-10-11;VALE3.SA;60.990;62.270;60.980;62.130;20939400;Double Exponential Moving Average (DEMA);61.313;3.950
2024-10-11;PETR4.SA;37.600;37.650;37.320;37.620;16343000;Weighted Moving Average (WMA);36.079;3.950
2024-10-11;MSFT;416.135;417.130;413.250;416.320;14144944;Commodity Channel Index (CCI);-41.712;3.950
2024-10-11;ITUB4.SA;34.830;34.970;34.550;34.630;16968500;Triple Exponential Moving Average (TEMA);34.337;3.950
2024-10-11;GOOGL;162.130;163.900;161.235;163.240;15344251;Simple Moving Average (SMA);164.613;3.950
2024-10-11;AAPL;229.300;229.410;227.340;227.550;31759188;Exponential Moving Average (EMA);226.508;3.950
2024-10-10;VALE3.SA;61.450;61.450;60.750;61.250;17192100;Double Exponential Moving Average (DEMA);61.663;3.980
2024-10-10;PETR4.SA;37.400;37.740;37.320;37.650;20630100;Weighted Moving Average (WMA);36.012;3.980
2024-10-10;MSFT;415.225;417.350;413.150;415.840;13848376;Commodity Channel Index (CCI);-51.785;3.980
2024-10-10;ITUB4.SA;34.710;34.970;34.570;34.890;20487100;Triple Exponential Moving Average (TEMA);34.413;3.980
2024-10-10;GOOGL;160.870;163.070;160.395;162.080;14144068;Simple Moving Average (SMA);164.681;3.980
2024-10-10;AAPL;227.780;229.500;227.170;229.040;28183544;Exponential Moving Average (EMA);225.944;3.980
2024-10-09;VALE3.SA;60.670;61.060;60.250;60.960;22758400;Double Exponential Moving Average (DEMA);61.924;3.990
2024-10-09;PETR4.SA;37.370;37.520;37.010;37.220;30789800;Weighted Moving Average (WMA);35.972;3.990
2024-10-09;MSFT;415.860;420.380;414.300;417.460;14974257;Commodity Channel Index (CCI);-37.572;3.990
2024-10-09;ITUB4.SA;35.110;35.200;34.630;34.700;20924100;Triple Exponential Moving Average (TEMA);34.630;3.990
2024-10-09;GOOGL;163.450;164.840;159.740;161.860;31181774;Simple Moving Average (SMA);164.957;3.990
2024-10-09;AAPL;225.230;229.750;224.830;229.540;33591091;Exponential Moving Average (EMA);225.591;3.990
2024-10-08;VALE3.SA;60.810;61.120;60.650;61.120;38028100;Double Exponential Moving Average (DEMA);62.608;3.980
2024-10-08;PETR4.SA;37.470;37.750;37.450;37.600;34142000;Weighted Moving Average (WMA);35.932;3.980
2024-10-08;MSFT;410.900;415.660;408.170;414.710;19229261;Commodity Channel Index (CCI);-93.013;3.980
2024-10-08;ITUB4.SA;35.380;35.510;35.270;35.350;23103400;Triple Exponential Moving Average (TEMA);34.711;3.980
2024-10-08;GOOGL;163.940;164.725;162.870;164.380;23072733;Simple Moving Average (SMA);164.760;3.980
2024-10-08;AAPL;224.300;225.980;223.250;225.770;31855693;Exponential Moving Average (EMA);225.726;3.980
2024-10-07;VALE3.SA;62.900;63.740;62.440;63.030;22467400;Double Exponential Moving Average (DEMA);63.446;3.990
2024-10-07;PETR4.SA;38.040;38.380;37.900;38.370;36418000;Weighted Moving Average (WMA);35.870;3.990
2024-10-07;MSFT;416.000;417.110;409.000;409.540;20919761;Commodity Channel Index (CCI);-125.010;3.990
2024-10-07;ITUB4.SA;35.200;35.320;34.850;35.140;23310400;Triple Exponential Moving Average (TEMA);34.677;3.990
2024-10-07;GOOGL;167.720;168.480;162.750;162.980;22463140;Simple Moving Average (SMA);164.669;3.990
2024-10-07;AAPL;224.500;225.690;221.330;221.690;39505354;Exponential Moving Average (EMA);226.098;3.990
2024-10-04;VALE3.SA;62.920;63.010;62.300;62.480;16268300;Double Exponential Moving Average (DEMA);63.620;3.930
2024-10-04;PETR4.SA;38.150;38.200;37.670;37.840;22526800;Weighted Moving Average (WMA);35.680;3.930
2024-10-04;MSFT;418.240;419.750;414.970;416.060;19190913;Commodity Channel Index (CCI);-105.491;3.930
2024-10-04;ITUB4.SA;34.690;35.140;34.630;34.910;15482400;Triple Exponential Moving Average (TEMA);34.774;3.930
2024-10-04;GOOGL;168.060;168.230;165.480;167.060;19093724;Simple Moving Average (SMA);164.332;3.930
2024-10-04;AAPL;227.900;228.000;224.130;226.800;37345098;Exponential Moving Average (EMA);226.508;3.930
2024-10-03;VALE3.SA;63.630;63.800;62.430;62.940;26675400;Double Exponential Moving Average (DEMA);63.809;3.700
2024-10-03;PETR4.SA;37.440;38.040;37.210;37.940;31033000;Weighted Moving Average (WMA);35.438;3.700
2024-10-03;MSFT;417.630;419.550;414.290;416.540;13686421;Commodity Channel Index (CCI);-146.167;3.700
2024-10-03;ITUB4.SA;35.220;35.320;34.650;34.840;31509700;Triple Exponential Moving Average (TEMA);35.285;3.700
2024-10-03;GOOGL;164.410;166.640;163.923;165.860;15073101;Simple Moving Average (SMA);163.877;3.700
2024-10-03;AAPL;225.140;226.805;223.320;225.670;34044158;Exponential Moving Average (EMA);226.255;3.700
2024-10-02;VALE3.SA;64.420;65.350;63.970;64.170;20310600;Double Exponential Moving Average (DEMA);63.708;3.630
2024-10-02;PETR4.SA;37.750;37.930;37.350;37.480;32014500;Weighted Moving Average (WMA);35.305;3.630
2024-10-02;MSFT;422.580;422.820;416.710;417.130;16582257;Commodity Channel Index (CCI);-173.507;3.630
2024-10-02;ITUB4.SA;35.870;36.260;35.520;35.720;20768200;Triple Exponential Moving Average (TEMA);35.707;3.630
2024-10-02;GOOGL;166.420;167.520;164.730;165.860;17760179;Simple Moving Average (SMA);163.807;3.630
2024-10-02;AAPL;225.890;227.370;223.020;226.780;32880605;Exponential Moving Average (EMA);226.558;3.630
2024-10-01;VALE3.SA;63.500;64.250;63.150;63.820;18091500;Double Exponential Moving Average (DEMA);63.177;3.610
2024-10-01;PETR4.SA;36.010;37.520;35.830;36.970;49748200;Weighted Moving Average (WMA);35.103;3.610
2024-10-01;MSFT;428.450;428.480;418.810;420.690;19092945;Commodity Channel Index (CCI);-184.042;3.610
2024-10-01;ITUB4.SA;36.260;36.310;35.430;35.500;26606300;Triple Exponential Moving Average (TEMA);35.909;3.610
2024-10-01;GOOGL;167.685;169.160;164.580;166.990;28338123;Simple Moving Average (SMA);163.151;3.610
2024-10-01;AAPL;229.520;229.650;223.740;226.210;63285048;Exponential Moving Average (EMA);226.761;3.610
2024-09-30;VALE3.SA;65.320;65.320;63.510;63.510;28980300;Double Exponential Moving Average (DEMA);62.824;3.660
2024-09-30;PETR4.SA;36.160;36.280;35.920;36.010;21146300;Weighted Moving Average (WMA);35.225;3.660
2024-09-30;MSFT;428.210;430.420;425.370;430.300;16854606;Commodity Channel Index (CCI);-98.552;3.660
2024-09-30;ITUB4.SA;36.600;37.000;36.110;36.110;25147200;Triple Exponential Moving Average (TEMA);35.953;3.660
2024-09-30;GOOGL;163.320;166.150;163.260;165.850;20481303;Simple Moving Average (SMA);162.286;3.660
2024-09-30;AAPL;230.040;233.000;229.650;233.000;54793391;Exponential Moving Average (EMA);226.204;3.660
2024-09-27;VALE3.SA;64.700;65.040;63.170;63.960;37237900;Double Exponential Moving Average (DEMA);61.500;3.550
2024-09-27;PETR4.SA;36.380;36.380;35.930;36.110;34537400;Weighted Moving Average (WMA);35.340;3.550
2024-09-27;MSFT;431.520;431.850;427.470;428.020;14896131;Commodity Channel Index (CCI);-100.930;3.550
2024-09-27;ITUB4.SA;36.540;36.860;36.520;36.760;27723900;Triple Exponential Moving Average (TEMA);35.796;3.550
2024-09-27;GOOGL;162.810;165.700;162.626;163.950;21101307;Simple Moving Average (SMA);161.686;3.550
2024-09-27;AAPL;228.460;229.520;227.300;227.790;34025967;Exponential Moving Average (EMA);225.408;3.550
2024-09-26;VALE3.SA;62.600;64.380;62.450;64.250;61449300;Double Exponential Moving Average (DEMA);59.956;3.600
2024-09-26;PETR4.SA;36.920;36.920;35.970;36.250;58048200;Weighted Moving Average (WMA);35.430;3.600
2024-09-26;MSFT;435.085;435.300;429.130;431.310;14492044;Commodity Channel Index (CCI);-29.640;3.600
2024-09-26;ITUB4.SA;36.500;36.890;36.340;36.620;37598800;Triple Exponential Moving Average (TEMA);35.624;3.600
2024-09-26;GOOGL;163.640;164.080;162.280;162.730;20319336;Simple Moving Average (SMA);160.948;3.600
2024-09-26;AAPL;227.300;228.500;225.410;227.520;36636707;Exponential Moving Average (EMA);224.785;3.600
2024-09-25;VALE3.SA;60.720;61.250;60.420;60.610;21557700;Double Exponential Moving Average (DEMA);58.782;3.530
2024-09-25;PETR4.SA;37.100;37.430;36.960;37.050;38655300;Weighted Moving Average (WMA);35.431;3.530
2024-09-25;MSFT;429.830;433.119;428.570;432.110;13396364;Commodity Channel Index (CCI);-22.563;3.530
2024-09-25;ITUB4.SA;35.780;36.170;35.780;36.160;21696900;Triple Exponential Moving Average (TEMA);35.410;3.530
2024-09-25;GOOGL;161.470;162.810;161.300;161.490;18869199;Simple Moving Average (SMA);159.966;3.530
2024-09-25;AAPL;224.930;227.290;224.020;226.370;42308715;Exponential Moving Average (EMA);224.282;3.530
2024-09-24;VALE3.SA;60.210;60.740;59.640;60.340;44910100;Double Exponential Moving Average (DEMA);58.017;3.490
2024-09-24;PETR4.SA;37.230;37.310;36.720;36.780;35104100;Weighted Moving Average (WMA);35.412;3.490
2024-09-24;MSFT;433.000;433.350;426.100;429.170;17015754;Commodity Channel Index (CCI);-23.578;3.490
2024-09-24;ITUB4.SA;36.050;36.330;35.520;35.710;24014400;Triple Exponential Moving Average (TEMA);35.592;3.490
2024-09-24;GOOGL;163.030;163.216;160.690;162.290;23332147;Simple Moving Average (SMA);158.812;3.490
2024-09-24;AAPL;228.645;229.350;225.730;227.370;43556068;Exponential Moving Average (EMA);224.193;3.490
2024-09-23;VALE3.SA;57.090;57.860;56.600;57.530;18164700;Double Exponential Moving Average (DEMA);57.207;3.570
2024-09-23;PETR4.SA;36.390;36.960;36.220;36.630;28218500;Weighted Moving Average (WMA);35.383;3.570
2024-09-23;MSFT;434.280;436.460;430.389;433.510;15128891;Commodity Channel Index (CCI);41.908;3.570
2024-09-23;ITUB4.SA;35.740;35.980;35.570;35.720;15333800;Triple Exponential Moving Average (TEMA);35.702;3.570
2024-09-23;GOOGL;164.350;165.490;161.670;161.850;24150852;Simple Moving Average (SMA);157.555;3.570
2024-09-23;AAPL;227.340;229.450;225.810;226.470;54146023;Exponential Moving Average (EMA);223.260;3.570
2024-09-20;VALE3.SA;57.710;58.160;56.950;57.350;30842600;Double Exponential Moving Average (DEMA);57.494;3.550
2024-09-20;PETR4.SA;36.270;36.400;36.070;36.260;48336200;Weighted Moving Average (WMA);35.526;3.550
2024-09-20;MSFT;437.220;439.240;434.220;435.270;55167106;Commodity Channel Index (CCI);71.749;3.550
2024-09-20;ITUB4.SA;36.320;36.480;35.910;35.930;30654600;Triple Exponential Moving Average (TEMA);36.085;3.550
2024-09-20;GOOGL;163.500;163.730;162.060;163.590;40896438;Simple Moving Average (SMA);156.373;3.550
2024-09-20;AAPL;229.970;233.090;227.620;228.200;318679888;Exponential Moving Average (EMA);222.409;3.550
2024-09-19;VALE3.SA;58.570;58.850;58.170;58.230;19328400;Double Exponential Moving Average (DEMA);57.605;3.590
2024-09-19;PETR4.SA;36.570;36.780;36.190;36.270;25059700;Weighted Moving Average (WMA);35.727;3.590
2024-09-19;MSFT;441.225;441.500;436.900;438.690;21706559;Commodity Channel Index (CCI);99.441;3.590
2024-09-19;ITUB4.SA;36.800;36.880;36.370;36.600;23841600;Triple Exponential Moving Average (TEMA);36.276;3.590
2024-09-19;GOOGL;163.710;163.790;161.340;162.140;26587733;Simple Moving Average (SMA);155.732;3.590
2024-09-19;AAPL;224.990;229.820;224.630;228.870;66781315;Exponential Moving Average (EMA);220.785;3.590
2024-09-18;VALE3.SA;57.590;58.170;57.450;57.540;14429800;Double Exponential Moving Average (DEMA);57.372;3.610
2024-09-18;PETR4.SA;36.910;36.930;36.150;36.150;38777000;Weighted Moving Average (WMA);35.911;3.610
2024-09-18;MSFT;435.000;436.030;430.410;430.810;18898042;Commodity Channel Index (CCI);77.283;3.610
2024-09-18;ITUB4.SA;36.850;37.030;36.560;36.700;16508200;Triple Exponential Moving Average (TEMA);36.245;3.610
2024-09-18;GOOGL;159.860;160.500;158.595;159.810;23677315;Simple Moving Average (SMA);154.971;3.610
2024-09-18;AAPL;217.550;222.710;217.540;220.690;59894928;Exponential Moving Average (EMA);219.905;3.610
2024-09-17;VALE3.SA;58.370;58.550;57.900;58.220;12056600;Double Exponential Moving Average (DEMA);57.489;3.590
2024-09-17;PETR4.SA;37.170;37.190;36.700;37.040;23443700;Weighted Moving Average (WMA);36.069;3.590
2024-09-17;MSFT;440.230;441.850;432.270;435.150;18874231;Commodity Channel Index (CCI);122.218;3.590
2024-09-17;ITUB4.SA;36.910;36.980;36.660;36.910;17636100;Triple Exponential Moving Average (TEMA);36.351;3.590
2024-09-17;GOOGL;159.020;160.550;158.375;159.320;20715612;Simple Moving Average (SMA);154.630;3.590
2024-09-17;AAPL;215.750;216.900;214.500;216.790;45519339;Exponential Moving Average (EMA);220.482;3.590
2024-09-16;VALE3.SA;58.430;58.550;58.080;58.500;10548000;Double Exponential Moving Average (DEMA);57.301;3.560
2024-09-16;PETR4.SA;37.240;37.720;37.160;37.210;22614800;Weighted Moving Average (WMA);36.209;3.560
2024-09-16;MSFT;430.600;433.530;428.220;431.340;13834697;Commodity Channel Index (CCI);123.947;3.560
2024-09-16;ITUB4.SA;37.060;37.220;36.830;37.000;10814500;Triple Exponential Moving Average (TEMA);36.468;3.560
2024-09-16;GOOGL;157.310;158.250;156.600;158.060;18379775;Simple Moving Average (SMA);154.878;3.560
2024-09-16;AAPL;216.540;217.220;213.920;216.320;59357427;Exponential Moving Average (EMA);221.586;3.560
2024-09-13;VALE3.SA;58.100;59.000;58.030;58.500;15045100;Double Exponential Moving Average (DEMA);57.022;3.570
2024-09-13;PETR4.SA;37.110;37.550;36.590;36.700;34729600;Weighted Moving Average (WMA);36.373;3.570
2024-09-13;MSFT;425.825;431.830;425.460;430.590;15874555;Commodity Channel Index (CCI);157.599;3.570
2024-09-13;ITUB4.SA;37.160;37.330;36.580;37.010;20220400;Triple Exponential Moving Average (TEMA);36.541;3.570
2024-09-13;GOOGL;155.430;158.380;155.210;157.460;29591152;Simple Moving Average (SMA);155.386;3.570
2024-09-13;AAPL;223.580;224.040;221.910;222.500;36766619;Exponential Moving Average (EMA);222.761;3.570
2024-09-12;VALE3.SA;58.100;58.540;57.960;58.110;17929800;Double Exponential Moving Average (DEMA);56.795;3.640
2024-09-12;PETR4.SA;37.290;37.320;36.750;36.870;22103300;Weighted Moving Average (WMA);36.597;3.640
2024-09-12;MSFT;423.310;427.369;419.750;427.000;17418759;Commodity Channel Index (CCI);168.157;3.640
2024-09-12;ITUB4.SA;37.210;37.280;36.700;36.970;14394900;Triple Exponential Moving Average (TEMA);36.577;3.640
2024-09-12;GOOGL;153.800;154.820;152.650;154.690;29695048;Simple Moving Average (SMA);156.251;3.640
2024-09-12;AAPL;222.500;223.550;219.820;222.770;37498225;Exponential Moving Average (EMA);222.633;3.640
2024-09-11;VALE3.SA;56.740;57.650;56.710;57.590;25592400;Double Exponential Moving Average (DEMA);56.494;3.620
2024-09-11;PETR4.SA;37.760;37.830;36.870;37.290;32907000;Weighted Moving Average (WMA);36.831;3.620
2024-09-11;MSFT;415.500;423.990;409.580;423.040;19266923;Commodity Channel Index (CCI);139.235;3.620
2024-09-11;ITUB4.SA;37.380;37.540;37.140;37.380;19666600;Triple Exponential Moving Average (TEMA);36.590;3.620
2024-09-11;GOOGL;149.920;151.500;147.520;151.160;29607693;Simple Moving Average (SMA);157.351;3.620
2024-09-11;AAPL;221.455;223.090;217.890;222.660;44587072;Exponential Moving Average (EMA);222.717;3.620
2024-09-10;VALE3.SA;56.840;56.900;55.930;56.000;17580600;Double Exponential Moving Average (DEMA);56.699;3.590
2024-09-10;PETR4.SA;37.920;37.920;37.000;37.330;37263500;Weighted Moving Average (WMA);37.003;3.590
2024-09-10;MSFT;408.200;416.330;407.700;414.200;19594287;Commodity Channel Index (CCI);44.650;3.590
2024-09-10;ITUB4.SA;37.050;37.380;37.020;37.310;13327400;Triple Exponential Moving Average (TEMA);36.488;3.590
2024-09-10;GOOGL;150.450;151.270;148.340;148.660;31118765;Simple Moving Average (SMA);158.919;3.590
2024-09-10;AAPL;218.920;221.480;216.730;220.110;51591033;Exponential Moving Average (EMA);223.052;3.590
2024-09-09;VALE3.SA;57.110;57.340;56.670;56.680;10204400;Double Exponential Moving Average (DEMA);56.939;3.680
2024-09-09;PETR4.SA;37.840;38.250;37.610;37.960;30521800;Weighted Moving Average (WMA);37.170;3.680
2024-09-09;MSFT;407.240;408.650;402.150;405.720;15295134;Commodity Channel Index (CCI);-110.705;3.680
2024-09-09;ITUB4.SA;37.020;37.450;36.970;37.310;13666700;Triple Exponential Moving Average (TEMA);36.544;3.680
2024-09-09;GOOGL;152.510;153.400;147.215;148.710;39260451;Simple Moving Average (SMA);160.487;3.680
2024-09-09;AAPL;220.820;221.270;216.710;220.910;67179965;Exponential Moving Average (EMA);224.023;3.680
2024-09-06;VALE3.SA;57.500;57.520;56.580;56.680;17917900;Double Exponential Moving Average (DEMA);57.149;3.660
2024-09-06;PETR4.SA;38.370;38.450;37.470;37.550;32971700;Weighted Moving Average (WMA);37.352;3.660
2024-09-06;MSFT;409.060;410.650;400.800;401.700;19609526;Commodity Channel Index (CCI);-169.447;3.660
2024-09-06;ITUB4.SA;37.580;37.580;36.870;36.950;15947300;Triple Exponential Moving Average (TEMA);36.634;3.660
2024-09-06;GOOGL;157.300;157.830;150.550;150.920;37912130;Simple Moving Average (SMA);161.685;3.660
2024-09-06;AAPL;223.950;225.240;219.770;220.820;48423011;Exponential Moving Average (EMA);224.789;3.660
2024-09-05;VALE3.SA;56.890;57.640;56.730;57.400;16585500;Double Exponential Moving Average (DEMA);57.264;3.750
2024-09-05;PETR4.SA;38.650;38.890;38.300;38.300;26206600;Weighted Moving Average (WMA);37.424;3.750
2024-09-05;MSFT;407.620;413.100;406.130;408.390;14195516;Commodity Channel Index (CCI);-102.950;3.750
2024-09-05;ITUB4.SA;37.300;37.600;37.140;37.480;11564300;Triple Exponential Moving Average (TEMA);36.384;3.750
2024-09-05;GOOGL;156.300;159.450;155.981;157.240;18688747;Simple Moving Average (SMA);162.678;3.750
2024-09-05;AAPL;221.625;225.480;221.520;222.380;36615398;Exponential Moving Average (EMA);225.031;3.750
2024-09-04;VALE3.SA;56.700;57.440;56.470;56.990;19501800;Double Exponential Moving Average (DEMA);57.691;3.760
2024-09-04;PETR4.SA;38.740;38.920;38.520;38.540;28851300;Weighted Moving Average (WMA);37.422;3.760
2024-09-04;MSFT;405.910;411.240;404.370;408.900;14886710;Commodity Channel Index (CCI);-138.922;3.760
2024-09-04;ITUB4.SA;37.150;37.790;37.020;37.240;20311300;Triple Exponential Moving Average (TEMA);36.187;3.760
2024-09-04;GOOGL;156.655;159.000;155.962;156.450;19197458;Simple Moving Average (SMA);163.561;3.760
2024-09-04;AAPL;221.660;221.780;217.480;220.850;43262758;Exponential Moving Average (EMA);225.842;3.760
2024-09-03;VALE3.SA;57.950;57.950;56.470;56.550;29504400;Double Exponential Moving Average (DEMA);58.350;3.880
2024-09-03;PETR4.SA;38.790;38.820;38.380;38.530;35866300;Weighted Moving Average (WMA);37.404;3.880
2024-09-03;MSFT;417.910;419.880;407.030;409.440;20313603;Commodity Channel Index (CCI);-79.453;3.880
2024-09-03;ITUB4.SA;36.490;36.990;36.360;36.980;15736300;Triple Exponential Moving Average (TEMA);35.986;3.880
2024-09-03;GOOGL;161.720;161.850;156.480;157.360;38945301;Simple Moving Average (SMA);164.583;3.880
2024-09-03;AAPL;228.550;229.000;221.170;222.770;50190574;Exponential Moving Average (EMA);226.825;3.880
2024-08-30;VALE3.SA;59.120;59.730;59.080;59.580;36685200;Double Exponential Moving Average (DEMA);58.721;3.910
2024-08-30;PETR4.SA;39.220;39.650;38.880;39.370;84437200;Weighted Moving Average (WMA);37.178;3.910
2024-08-30;MSFT;415.600;417.490;412.130;417.140;24308324;Commodity Channel Index (CCI);-28.914;3.910
2024-08-30;ITUB4.SA;36.830;36.970;36.410;36.700;61647300;Triple Exponential Moving Average (TEMA);36.246;3.910
2024-08-30;GOOGL;162.615;163.660;161.693;163.380;22123811;Simple Moving Average (SMA);164.938;3.910
2024-08-30;AAPL;230.190;230.400;227.480;229.000;52990770;Exponential Moving Average (EMA);226.497;3.910
2024-08-29;VALE3.SA;59.410;59.970;59.100;59.300;19175500;Double Exponential Moving Average (DEMA);58.634;3.870
2024-08-29;PETR4.SA;39.650;39.830;39.280;39.330;25356600;Weighted Moving Average (WMA);36.985;3.870
2024-08-29;MSFT;414.940;422.050;410.600;413.120;17045241;Commodity Channel Index (CCI);-40.872;3.870
2024-08-29;ITUB4.SA;37.190;37.380;36.960;36.960;22221200;Triple Exponential Moving Average (TEMA);36.252;3.870
2024-08-29;GOOGL;164.310;165.970;160.250;161.780;19699767;Simple Moving Average (SMA);164.824;3.870
2024-08-29;AAPL;230.100;232.920;228.880;229.790;51906297;Exponential Moving Average (EMA);225.733;3.870
2024-08-28;VALE3.SA;59.370;59.500;58.680;59.370;21280300;Double Exponential Moving Average (DEMA);58.376;3.830
2024-08-28;PETR4.SA;38.940;39.860;38.780;39.600;43284500;Weighted Moving Average (WMA);36.670;3.830
2024-08-28;MSFT;414.880;415.000;407.310;410.600;14882660;Commodity Channel Index (CCI);-129.329;3.830
2024-08-28;ITUB4.SA;36.360;37.470;36.230;37.370;31881300;Triple Exponential Moving Average (TEMA);36.018;3.830
2024-08-28;GOOGL;165.035;165.600;161.528;162.850;16407444;Simple Moving Average (SMA);164.444;3.830
2024-08-28;AAPL;227.920;229.860;225.680;226.490;38052167;Exponential Moving Average (EMA);224.819;3.830
2024-08-27;VALE3.SA;59.700;60.140;59.090;59.800;35232600;Double Exponential Moving Average (DEMA);58.033;3.830
2024-08-27;PETR4.SA;39.250;39.370;38.950;39.040;35073100;Weighted Moving Average (WMA);36.430;3.830
2024-08-27;MSFT;412.860;414.360;410.250;413.840;13492911;Commodity Channel Index (CCI);-118.159;3.830
2024-08-27;ITUB4.SA;36.530;36.710;36.330;36.580;14639700;Triple Exponential Moving Average (TEMA);36.201;3.830
2024-08-27;GOOGL;165.835;166.443;164.460;164.680;11821941;Simple Moving Average (SMA);164.181;3.830
2024-08-27;AAPL;225.995;228.850;224.890;228.030;35934559;Exponential Moving Average (EMA);224.186;3.830
2024-08-26;VALE3.SA;58.500;58.550;58.050;58.050;17168700;Double Exponential Moving Average (DEMA);57.416;3.910
2024-08-26;PETR4.SA;37.860;39.610;37.710;39.570;102270300;Weighted Moving Average (WMA);36.089;3.910
2024-08-26;MSFT;416.365;417.280;411.340;413.490;13152830;Commodity Channel Index (CCI);-88.403;3.910
2024-08-26;ITUB4.SA;36.530;36.640;36.260;36.540;14399100;Triple Exponential Moving Average (TEMA);36.336;3.910
2024-08-26;GOOGL;166.380;167.550;164.455;166.160;14190417;Simple Moving Average (SMA);163.939;3.910
2024-08-26;AAPL;226.760;227.280;223.891;227.180;30602208;Exponential Moving Average (EMA);223.839;3.910
2024-08-23;VALE3.SA;58.260;58.380;57.250;57.400;24018700;Double Exponential Moving Average (DEMA);57.110;3.900
2024-08-23;PETR4.SA;37.370;37.530;36.890;36.890;29239000;Weighted Moving Average (WMA);35.954;3.900
2024-08-23;MSFT;416.980;419.260;412.090;416.790;18493784;Commodity Channel Index (CCI);-23.070;3.900
2024-08-23;ITUB4.SA;36.790;37.050;36.370;36.460;21752600;Triple Exponential Moving Average (TEMA);36.504;3.900
2024-08-23;GOOGL;164.720;166.180;163.830;165.620;13955741;Simple Moving Average (SMA);163.737;3.900
2024-08-23;AAPL;225.659;228.220;224.330;226.840;38677250;Exponential Moving Average (EMA);223.245;3.900
2024-08-22;VALE3.SA;58.240;58.380;57.850;58.380;17719100;Double Exponential Moving Average (DEMA);56.802;3.990
2024-08-22;PETR4.SA;37.280;37.300;36.860;37.120;26334300;Weighted Moving Average (WMA);35.866;3.990
2024-08-22;MSFT;424.360;426.790;414.610;415.550;19361901;Commodity Channel Index (CCI);31.295;3.990
2024-08-22;ITUB4.SA;36.320;36.750;36.300;36.740;21460900;Triple Exponential Moving Average (TEMA);36.540;3.990
2024-08-22;GOOGL;167.260;167.590;163.310;163.800;22493275;Simple Moving Average (SMA);163.267;3.990
2024-08-22;AAPL;227.790;228.340;223.900;224.530;43695321;Exponential Moving Average (EMA);222.764;3.990
2024-08-21;VALE3.SA;58.250;58.560;58.100;58.300;23200300;Double Exponential Moving Average (DEMA);56.397;3.920
2024-08-21;PETR4.SA;38.680;38.790;37.940;38.060;38491900;Weighted Moving Average (WMA);35.759;3.920
2024-08-21;MSFT;424.075;426.400;421.720;424.140;16067298;Commodity Channel Index (CCI);92.445;3.920
2024-08-21;ITUB4.SA;37.330;37.380;36.910;37.080;14132800;Triple Exponential Moving Average (TEMA);36.853;3.920
2024-08-21;GOOGL;165.150;166.850;164.670;165.850;22901997;Simple Moving Average (SMA);162.594;3.920
