"data";"preco_abertura";"preco_alto";"preco_baixo";"preco_fechamento";"volume_negociado";"ativo"
2024-09-23;36.390;36.960;36.220;36.630;28218500;PETR4.SA
2024-09-20;36.270;36.400;36.070;36.260;48336200;PETR4.SA
2024-09-19;36.570;36.780;36.190;36.270;25059700;PETR4.SA
2024-09-18;36.910;36.930;36.150;36.150;38777000;PETR4.SA
2024-09-17;37.170;37.190;36.700;37.040;23443700;PETR4.SA
2024-09-16;37.240;37.720;37.160;37.210;22614800;PETR4.SA
2024-09-13;37.110;37.550;36.590;36.700;34729600;PETR4.SA
2024-09-12;37.290;37.320;36.750;36.870;22103300;PETR4.SA
2024-09-11;37.760;37.830;36.870;37.290;32907000;PETR4.SA
2024-09-10;37.920;37.920;37.000;37.330;37263500;PETR4.SA
2024-09-09;37.840;38.250;37.610;37.960;30521800;PETR4.SA
2024-09-06;38.370;38.450;37.470;37.550;32971700;PETR4.SA
2024-09-05;38.650;38.890;38.300;38.300;26206600;PETR4.SA
2024-09-04;38.740;38.920;38.520;38.540;28851300;PETR4.SA
2024-09-03;38.790;38.820;38.380;38.530;35866300;PETR4.SA
2024-09-02;39.330;39.400;38.890;39.000;15288400;PETR4.SA
2024-08-30;39.220;39.650;38.880;39.370;84437200;PETR4.SA
2024-08-29;39.650;39.830;39.280;39.330;25356600;PETR4.SA
2024-08-28;38.940;39.860;38.780;39.600;43284500;PETR4.SA
2024-08-27;39.250;39.370;38.950;39.040;35073100;PETR4.SA
2024-08-26;37.860;39.610;37.710;39.570;102270300;PETR4.SA
2024-08-23;37.370;37.530;36.890;36.890;29239000;PETR4.SA
2024-08-22;37.280;37.300;36.860;37.120;26334300;PETR4.SA
2024-08-21;38.680;38.790;37.940;38.060;38491900;PETR4.SA
2024-08-20;38.500;38.680;37.890;38.290;27322600;PETR4.SA
2024-08-19;38.600;38.790;38.400;38.440;28138200;PETR4.SA
2024-08-16;38.170;38.770;38.030;38.500;35472700;PETR4.SA
2024-08-15;38.050;38.560;38.000;38.340;33409000;PETR4.SA
2024-08-14;37.190;38.000;37.160;37.760;37955500;PETR4.SA
2024-08-13;37.530;37.630;36.970;37.110;28557200;PETR4.SA
2024-08-12;36.800;37.810;36.800;37.340;39655100;PETR4.SA
2024-08-09;36.130;36.950;35.580;36.510;66082100;PETR4.SA
2024-08-08;36.350;36.950;36.160;36.850;29870300;PETR4.SA
2024-08-07;36.700;36.750;36.000;36.270;25020500;PETR4.SA
2024-08-06;35.600;36.660;35.340;36.320;36009000;PETR4.SA
2024-08-05;34.800;35.700;34.600;35.700;44765900;PETR4.SA
2024-08-02;36.720;36.800;35.730;35.730;36483900;PETR4.SA
2024-08-01;37.750;37.830;36.790;36.840;29756300;PETR4.SA
2024-07-31;37.050;37.410;36.960;37.410;28561100;PETR4.SA
2024-12-19;55.020;55.170;53.600;53.770;29529900;VALE3.SA
2024-12-18;55.770;55.870;54.760;54.810;34658200;VALE3.SA
2024-12-17;55.880;56.400;55.650;56.110;22987600;VALE3.SA
2024-12-16;55.850;56.540;55.340;55.830;18958500;VALE3.SA
2024-12-13;56.480;56.710;55.700;55.860;18532800;VALE3.SA
2024-12-12;57.400;57.680;56.670;56.710;28841800;VALE3.SA
2024-12-11;59.500;59.590;58.450;58.840;30138500;VALE3.SA
2024-12-10;59.740;59.940;59.290;59.770;13089300;VALE3.SA
2024-12-09;58.500;60.190;58.370;59.830;40440600;VALE3.SA
2024-12-06;57.470;57.660;56.750;56.810;17897900;VALE3.SA
2024-12-05;57.460;57.800;56.870;57.800;14160000;VALE3.SA
2024-12-04;58.400;58.480;56.960;57.330;25109200;VALE3.SA
2024-12-03;59.300;59.360;58.470;58.470;15957500;VALE3.SA
2024-12-02;58.850;59.380;58.690;58.920;18972100;VALE3.SA
2024-11-29;58.250;59.210;58.150;58.780;31023600;VALE3.SA
2024-11-28;57.900;58.800;57.270;57.530;20467000;VALE3.SA
2024-11-27;57.870;58.420;57.600;58.130;22121200;VALE3.SA
2024-11-26;58.290;58.490;57.150;57.430;21406600;VALE3.SA
2024-11-25;58.180;58.560;58.120;58.170;17444500;VALE3.SA
2024-11-22;57.440;58.270;57.250;58.180;12590500;VALE3.SA
2024-11-21;57.500;57.800;57.210;57.620;15428500;VALE3.SA
2024-11-19;57.800;57.980;57.460;57.680;12902100;VALE3.SA
2024-11-18;57.090;57.780;56.970;57.550;14300000;VALE3.SA
2024-11-14;57.160;57.340;56.840;56.840;17967600;VALE3.SA
2024-11-13;57.320;57.720;57.110;57.160;20354900;VALE3.SA
2024-11-12;58.580;58.590;57.200;57.320;26967600;VALE3.SA
2024-11-11;59.750;59.870;58.650;58.650;24483700;VALE3.SA
2024-11-08;61.990;62.050;59.700;60.630;48764700;VALE3.SA
2024-11-07;62.020;63.990;62.000;63.560;38173300;VALE3.SA
2024-11-06;61.300;61.630;60.740;61.420;19726800;VALE3.SA
2024-11-05;62.950;63.110;61.960;62.120;16368800;VALE3.SA
2024-11-04;62.400;62.870;62.120;62.670;12360000;VALE3.SA
2024-11-01;62.140;62.440;61.790;62.030;15236400;VALE3.SA
2024-10-31;62.340;62.590;61.800;62.060;16553300;VALE3.SA
2024-10-30;62.500;62.690;62.120;62.470;12263300;VALE3.SA
2024-10-29;63.250;63.440;62.650;62.660;14941700;VALE3.SA
2024-10-28;62.500;62.880;62.190;62.880;16572400;VALE3.SA
2024-10-25;60.570;62.470;60.520;61.730;38466000;VALE3.SA
2024-10-24;59.340;59.700;59.210;59.700;11331700;VALE3.SA
2024-10-23;59.890;59.900;59.150;59.350;18289900;VALE3.SA
2024-10-22;60.150;60.660;59.900;60.410;14814000;VALE3.SA
2024-10-21;61.350;61.380;60.270;60.330;19044900;VALE3.SA
2024-10-18;61.190;61.470;60.460;60.550;21823500;VALE3.SA
2024-10-17;61.020;61.320;60.640;60.760;20345200;VALE3.SA
2024-10-16;61.930;62.380;61.580;62.340;29731800;VALE3.SA
2024-10-15;61.100;61.200;60.570;61.170;25559300;VALE3.SA
2024-10-14;62.320;62.520;61.330;61.930;44954000;VALE3.SA
2024-10-11;60.990;62.270;60.980;62.130;20939400;VALE3.SA
2024-10-10;61.450;61.450;60.750;61.250;17192100;VALE3.SA
2024-10-09;60.670;61.060;60.250;60.960;22758400;VALE3.SA
2024-10-08;60.810;61.120;60.650;61.120;38028100;VALE3.SA
2024-10-07;62.900;63.740;62.440;63.030;22467400;VALE3.SA
2024-10-04;62.920;63.010;62.300;62.480;16268300;VALE3.SA
2024-10-03;63.630;63.800;62.430;62.940;26675400;VALE3.SA
2024-10-02;64.420;65.350;63.970;64.170;20310600;VALE3.SA
2024-10-01;63.500;64.250;63.150;63.820;18091500;VALE3.SA
2024-09-30;65.320;65.320;63.510;63.510;28980300;VALE3.SA
2024-09-27;64.700;65.040;63.170;63.960;37237900;VALE3.SA
2024-09-26;62.600;64.380;62.450;64.250;61449300;VALE3.SA
2024-09-25;60.720;61.250;60.420;60.610;21557700;VALE3.SA
2024-09-24;60.210;60.740;59.640;60.340;44910100;VALE3.SA
2024-09-23;57.090;57.860;56.600;57.530;18164700;VALE3.SA
2024-09-20;57.710;58.160;56.950;57.350;30842600;VALE3.SA
2024-09-19;58.570;58.850;58.170;58.230;19328400;VALE3.SA
2024-09-18;57.590;58.170;57.450;57.540;14429800;VALE3.SA
2024-09-17;58.370;58.550;57.900;58.220;12056600;VALE3.SA
2024-09-16;58.430;58.550;58.080;58.500;10548000;VALE3.SA
2024-09-13;58.100;59.000;58.030;58.500;15045100;VALE3.SA
2024-09-12;58.100;58.540;57.960;58.110;17929800;VALE3.SA
2024-09-11;56.740;57.650;56.710;57.590;25592400;VALE3.SA
2024-09-10;56.840;56.900;55.930;56.000;17580600;VALE3.SA
2024-09-09;57.110;57.340;56.670;56.680;10204400;VALE3.SA
2024-09-06;57.500;57.520;56.580;56.680;17917900;VALE3.SA
2024-09-05;56.890;57.640;56.730;57.400;16585500;VALE3.SA
2024-09-04;56.700;57.440;56.470;56.990;19501800;VALE3.SA
2024-09-03;57.950;57.950;56.470;56.550;29504400;VALE3.SA
2024-09-02;58.820;58.880;58.420;58.740;13155000;VALE3.SA
2024-08-30;59.120;59.730;59.080;59.580;36685200;VALE3.SA
2024-08-29;59.410;59.970;59.100;59.300;19175500;VALE3.SA
2024-08-28;59.370;59.500;58.680;59.370;21280300;VALE3.SA
2024-08-27;59.700;60.140;59.090;59.800;35232600;VALE3.SA
2024-08-26;58.500;58.550;58.050;58.050;17168700;VALE3.SA
2024-08-23;58.260;58.380;57.250;57.400;24018700;VALE3.SA
2024-08-22;58.240;58.380;57.850;58.380;17719100;VALE3.SA
2024-08-21;58.250;58.560;58.100;58.300;23200300;VALE3.SA
2024-08-20;57.380;57.590;56.810;57.200;19475800;VALE3.SA
2024-08-19;56.520;57.520;56.360;56.980;28349600;VALE3.SA
2024-08-16;55.950;56.090;55.530;56.080;44280200;VALE3.SA
2024-08-15;55.900;56.360;55.690;56.230;28153700;VALE3.SA
2024-08-14;55.960;56.090;55.480;56.000;51693500;VALE3.SA
2024-08-13;56.990;56.990;56.520;56.520;26100900;VALE3.SA
2024-08-12;57.100;57.110;56.520;56.770;18421500;VALE3.SA
2024-08-09;57.120;57.160;56.500;57.060;21989300;VALE3.SA
2024-08-08;57.030;57.500;56.820;56.850;14584800;VALE3.SA
2024-08-07;57.310;57.590;57.020;57.200;19243400;VALE3.SA
2024-08-06;56.740;57.520;56.300;57.310;23930200;VALE3.SA
2024-08-05;56.310;57.390;55.900;57.020;24635900;VALE3.SA
2024-08-02;60.640;60.850;59.360;59.410;35296000;VALE3.SA
2024-08-01;61.850;61.870;60.220;60.250;40469400;VALE3.SA
2024-07-31;60.910;61.680;60.760;61.630;34433100;VALE3.SA
