"data";"valor_indicador";"ativo";"indicador"
1999-11-12;-57.839;MSFT;Commodity Channel Index (CCI)
1999-11-15;-86.451;MSFT;Commodity Channel Index (CCI)
1999-11-16;-94.792;MSFT;Commodity Channel Index (CCI)
1999-11-17;-136.613;MSFT;Commodity Channel Index (CCI)
1999-11-18;-137.926;MSFT;Commodity Channel Index (CCI)
1999-11-19;-94.761;MSFT;Commodity Channel Index (CCI)
1999-11-22;108.087;MSFT;Commodity Channel Index (CCI)
1999-11-23;102.407;MSFT;Commodity Channel Index (CCI)
1999-11-24;119.680;MSFT;Commodity Channel Index (CCI)
1999-11-26;120.154;MSFT;Commodity Channel Index (CCI)
1999-11-29;66.848;MSFT;Commodity Channel Index (CCI)
1999-11-30;69.527;MSFT;Commodity Channel Index (CCI)
1999-12-01;97.009;MSFT;Commodity Channel Index (CCI)
1999-12-02;129.462;MSFT;Commodity Channel Index (CCI)
1999-12-03;168.591;MSFT;Commodity Channel Index (CCI)
1999-12-06;117.896;MSFT;Commodity Channel Index (CCI)
1999-12-07;31.455;MSFT;Commodity Channel Index (CCI)
1999-12-08;-17.229;MSFT;Commodity Channel Index (CCI)
1999-12-09;-28.229;MSFT;Commodity Channel Index (CCI)
1999-12-10;5.840;MSFT;Commodity Channel Index (CCI)
1999-12-13;81.894;MSFT;Commodity Channel Index (CCI)
1999-12-14;162.802;MSFT;Commodity Channel Index (CCI)
1999-12-15;248.653;MSFT;Commodity Channel Index (CCI)
1999-12-16;213.062;MSFT;Commodity Channel Index (CCI)
1999-12-17;152.413;MSFT;Commodity Channel Index (CCI)
1999-12-20;95.112;MSFT;Commodity Channel Index (CCI)
1999-12-21;83.906;MSFT;Commodity Channel Index (CCI)
1999-12-22;85.558;MSFT;Commodity Channel Index (CCI)
1999-12-23;78.807;MSFT;Commodity Channel Index (CCI)
1999-12-27;75.025;MSFT;Commodity Channel Index (CCI)
1999-12-28;71.094;MSFT;Commodity Channel Index (CCI)
1999-12-29;65.365;MSFT;Commodity Channel Index (CCI)
1999-12-30;71.729;MSFT;Commodity Channel Index (CCI)
1999-12-31;13.825;MSFT;Commodity Channel Index (CCI)
2000-01-03;-45.029;MSFT;Commodity Channel Index (CCI)
2000-01-04;-148.880;MSFT;Commodity Channel Index (CCI)
2000-01-05;-164.252;MSFT;Commodity Channel Index (CCI)
2000-01-06;-168.357;MSFT;Commodity Channel Index (CCI)
2000-01-07;-128.232;MSFT;Commodity Channel Index (CCI)
2000-01-10;-58.945;MSFT;Commodity Channel Index (CCI)
2000-01-11;-85.841;MSFT;Commodity Channel Index (CCI)
2000-01-12;-158.152;MSFT;Commodity Channel Index (CCI)
2000-01-13;-134.696;MSFT;Commodity Channel Index (CCI)
2000-01-14;-11.015;MSFT;Commodity Channel Index (CCI)
2000-01-18;114.501;MSFT;Commodity Channel Index (CCI)
2000-01-19;-68.674;MSFT;Commodity Channel Index (CCI)
2000-01-20;-75.542;MSFT;Commodity Channel Index (CCI)
2000-01-21;-110.869;MSFT;Commodity Channel Index (CCI)
2000-01-24;-127.869;MSFT;Commodity Channel Index (CCI)
2000-01-25;-117.039;MSFT;Commodity Channel Index (CCI)
2000-01-26;-121.732;MSFT;Commodity Channel Index (CCI)
2000-01-27;-116.005;MSFT;Commodity Channel Index (CCI)
2000-01-28;-98.024;MSFT;Commodity Channel Index (CCI)
2000-01-31;-103.887;MSFT;Commodity Channel Index (CCI)
2000-02-01;-19.822;MSFT;Commodity Channel Index (CCI)
2000-02-02;7.870;MSFT;Commodity Channel Index (CCI)
2000-02-03;60.317;MSFT;Commodity Channel Index (CCI)
2000-02-04;177.788;MSFT;Commodity Channel Index (CCI)
2000-02-07;132.890;MSFT;Commodity Channel Index (CCI)
2000-02-08;148.513;MSFT;Commodity Channel Index (CCI)
2000-02-09;64.311;MSFT;Commodity Channel Index (CCI)
2000-02-10;37.667;MSFT;Commodity Channel Index (CCI)
2000-02-11;-54.289;MSFT;Commodity Channel Index (CCI)
2000-02-14;-101.496;MSFT;Commodity Channel Index (CCI)
2000-02-15;-117.418;MSFT;Commodity Channel Index (CCI)
2000-02-16;-109.388;MSFT;Commodity Channel Index (CCI)
2000-02-17;-79.861;MSFT;Commodity Channel Index (CCI)
2000-02-18;-100.132;MSFT;Commodity Channel Index (CCI)
2000-02-22;-118.551;MSFT;Commodity Channel Index (CCI)
2000-02-23;-119.841;MSFT;Commodity Channel Index (CCI)
2000-02-24;-99.877;MSFT;Commodity Channel Index (CCI)
2000-02-25;-122.357;MSFT;Commodity Channel Index (CCI)
2000-02-28;-128.204;MSFT;Commodity Channel Index (CCI)
2000-02-29;-120.298;MSFT;Commodity Channel Index (CCI)
2000-03-01;-75.733;MSFT;Commodity Channel Index (CCI)
2000-03-02;-8.760;MSFT;Commodity Channel Index (CCI)
2000-03-03;107.750;MSFT;Commodity Channel Index (CCI)
2000-03-06;-8.943;MSFT;Commodity Channel Index (CCI)
2000-03-07;54.466;MSFT;Commodity Channel Index (CCI)
2000-03-08;59.011;MSFT;Commodity Channel Index (CCI)
2000-03-09;171.705;MSFT;Commodity Channel Index (CCI)
2000-03-10;172.986;MSFT;Commodity Channel Index (CCI)
2000-03-13;84.092;MSFT;Commodity Channel Index (CCI)
2000-03-14;22.978;MSFT;Commodity Channel Index (CCI)
2000-03-15;-25.251;MSFT;Commodity Channel Index (CCI)
2000-03-16;-38.154;MSFT;Commodity Channel Index (CCI)
2000-03-17;45.829;MSFT;Commodity Channel Index (CCI)
2000-03-20;36.135;MSFT;Commodity Channel Index (CCI)
2000-03-21;118.851;MSFT;Commodity Channel Index (CCI)
2000-03-22;164.342;MSFT;Commodity Channel Index (CCI)
2000-03-23;212.610;MSFT;Commodity Channel Index (CCI)
2000-03-24;159.990;MSFT;Commodity Channel Index (CCI)
2000-03-27;51.855;MSFT;Commodity Channel Index (CCI)
2000-03-28;32.913;MSFT;Commodity Channel Index (CCI)
2000-03-29;53.806;MSFT;Commodity Channel Index (CCI)
2000-03-30;7.319;MSFT;Commodity Channel Index (CCI)
2000-03-31;20.851;MSFT;Commodity Channel Index (CCI)
2000-04-03;-231.776;MSFT;Commodity Channel Index (CCI)
2000-04-04;-190.682;MSFT;Commodity Channel Index (CCI)
2000-04-05;-132.111;MSFT;Commodity Channel Index (CCI)
2000-04-06;-99.788;MSFT;Commodity Channel Index (CCI)
2000-04-07;-71.393;MSFT;Commodity Channel Index (CCI)
2000-04-10;-65.634;MSFT;Commodity Channel Index (CCI)
2000-04-11;-74.898;MSFT;Commodity Channel Index (CCI)
2000-04-12;-107.362;MSFT;Commodity Channel Index (CCI)
2000-04-13;-112.639;MSFT;Commodity Channel Index (CCI)
2000-04-14;-160.349;MSFT;Commodity Channel Index (CCI)
2000-04-17;-125.385;MSFT;Commodity Channel Index (CCI)
2000-04-18;-44.682;MSFT;Commodity Channel Index (CCI)
2000-04-19;-35.977;MSFT;Commodity Channel Index (CCI)
2000-04-20;-39.554;MSFT;Commodity Channel Index (CCI)
2000-04-24;-214.468;MSFT;Commodity Channel Index (CCI)
2000-04-25;-124.724;MSFT;Commodity Channel Index (CCI)
2000-04-26;-97.908;MSFT;Commodity Channel Index (CCI)
2000-04-27;-72.943;MSFT;Commodity Channel Index (CCI)
2000-04-28;-50.707;MSFT;Commodity Channel Index (CCI)
2000-05-01;2.905;MSFT;Commodity Channel Index (CCI)
2000-05-02;-23.953;MSFT;Commodity Channel Index (CCI)
2000-05-03;-29.092;MSFT;Commodity Channel Index (CCI)
2000-05-04;-8.332;MSFT;Commodity Channel Index (CCI)
2000-05-05;59.581;MSFT;Commodity Channel Index (CCI)
2000-05-08;6.693;MSFT;Commodity Channel Index (CCI)
2000-05-09;-113.070;MSFT;Commodity Channel Index (CCI)
2000-05-10;-188.792;MSFT;Commodity Channel Index (CCI)
2000-05-11;-120.468;MSFT;Commodity Channel Index (CCI)
2000-05-12;-34.210;MSFT;Commodity Channel Index (CCI)
2000-05-15;-19.094;MSFT;Commodity Channel Index (CCI)
2000-05-16;33.927;MSFT;Commodity Channel Index (CCI)
2000-05-17;-57.666;MSFT;Commodity Channel Index (CCI)
2000-05-18;-108.126;MSFT;Commodity Channel Index (CCI)
2000-05-19;-149.516;MSFT;Commodity Channel Index (CCI)
2000-05-22;-157.423;MSFT;Commodity Channel Index (CCI)
2000-05-23;-120.749;MSFT;Commodity Channel Index (CCI)
2000-05-24;-63.787;MSFT;Commodity Channel Index (CCI)
2000-05-25;-117.292;MSFT;Commodity Channel Index (CCI)
2000-05-26;-120.678;MSFT;Commodity Channel Index (CCI)
2000-05-30;-61.058;MSFT;Commodity Channel Index (CCI)
2000-05-31;-63.626;MSFT;Commodity Channel Index (CCI)
2000-06-01;47.378;MSFT;Commodity Channel Index (CCI)
2000-06-02;126.602;MSFT;Commodity Channel Index (CCI)
2000-06-05;150.918;MSFT;Commodity Channel Index (CCI)
2000-06-06;165.294;MSFT;Commodity Channel Index (CCI)
2000-06-07;129.619;MSFT;Commodity Channel Index (CCI)
2000-06-08;102.858;MSFT;Commodity Channel Index (CCI)
2000-06-09;68.628;MSFT;Commodity Channel Index (CCI)
2000-06-12;17.771;MSFT;Commodity Channel Index (CCI)
2000-06-13;2.676;MSFT;Commodity Channel Index (CCI)
2000-06-14;103.426;MSFT;Commodity Channel Index (CCI)
2000-06-15;149.134;MSFT;Commodity Channel Index (CCI)
2000-06-16;144.729;MSFT;Commodity Channel Index (CCI)
2000-06-19;134.897;MSFT;Commodity Channel Index (CCI)
2000-06-20;137.490;MSFT;Commodity Channel Index (CCI)
2000-06-21;196.985;MSFT;Commodity Channel Index (CCI)
2000-06-22;147.022;MSFT;Commodity Channel Index (CCI)
2000-06-23;82.321;MSFT;Commodity Channel Index (CCI)
2000-06-26;76.801;MSFT;Commodity Channel Index (CCI)
2000-06-27;61.910;MSFT;Commodity Channel Index (CCI)
2000-06-28;53.019;MSFT;Commodity Channel Index (CCI)
2000-06-29;9.574;MSFT;Commodity Channel Index (CCI)
2000-06-30;33.446;MSFT;Commodity Channel Index (CCI)
2000-07-03;67.470;MSFT;Commodity Channel Index (CCI)
2000-07-05;-29.277;MSFT;Commodity Channel Index (CCI)
2000-07-06;129.333;MSFT;Commodity Channel Index (CCI)
2000-07-07;204.872;MSFT;Commodity Channel Index (CCI)
2000-07-10;45.034;MSFT;Commodity Channel Index (CCI)
2000-07-11;-12.518;MSFT;Commodity Channel Index (CCI)
2000-07-12;-5.424;MSFT;Commodity Channel Index (CCI)
2000-07-13;-38.977;MSFT;Commodity Channel Index (CCI)
2000-07-14;-64.462;MSFT;Commodity Channel Index (CCI)
2000-07-17;-116.066;MSFT;Commodity Channel Index (CCI)
2000-07-18;-91.506;MSFT;Commodity Channel Index (CCI)
2000-07-19;-262.109;MSFT;Commodity Channel Index (CCI)
2000-07-20;-167.414;MSFT;Commodity Channel Index (CCI)
2000-07-21;-139.309;MSFT;Commodity Channel Index (CCI)
2000-07-24;-138.898;MSFT;Commodity Channel Index (CCI)
2000-07-25;-128.643;MSFT;Commodity Channel Index (CCI)
2000-07-26;-125.982;MSFT;Commodity Channel Index (CCI)
2000-07-27;-88.527;MSFT;Commodity Channel Index (CCI)
2000-07-28;-49.590;MSFT;Commodity Channel Index (CCI)
2000-07-31;-45.374;MSFT;Commodity Channel Index (CCI)
2000-08-01;-68.577;MSFT;Commodity Channel Index (CCI)
2000-08-02;-43.869;MSFT;Commodity Channel Index (CCI)
2000-08-03;-22.491;MSFT;Commodity Channel Index (CCI)
2000-08-04;-50.890;MSFT;Commodity Channel Index (CCI)
2000-08-07;110.850;MSFT;Commodity Channel Index (CCI)
2000-08-08;233.086;MSFT;Commodity Channel Index (CCI)
2000-08-09;197.117;MSFT;Commodity Channel Index (CCI)
2000-08-10;90.542;MSFT;Commodity Channel Index (CCI)
2000-08-11;52.381;MSFT;Commodity Channel Index (CCI)
2000-08-14;44.471;MSFT;Commodity Channel Index (CCI)
2000-08-15;24.751;MSFT;Commodity Channel Index (CCI)
2000-08-16;-20.291;MSFT;Commodity Channel Index (CCI)
2000-08-17;-29.066;MSFT;Commodity Channel Index (CCI)
2000-08-18;-92.844;MSFT;Commodity Channel Index (CCI)
2000-08-21;-122.367;MSFT;Commodity Channel Index (CCI)
2000-08-22;-46.262;MSFT;Commodity Channel Index (CCI)
2000-08-23;-81.638;MSFT;Commodity Channel Index (CCI)
2000-08-24;-74.130;MSFT;Commodity Channel Index (CCI)
2000-08-25;-36.667;MSFT;Commodity Channel Index (CCI)
2000-08-28;17.613;MSFT;Commodity Channel Index (CCI)
2000-08-29;110.547;MSFT;Commodity Channel Index (CCI)
2000-08-30;-145.649;MSFT;Commodity Channel Index (CCI)
2000-08-31;-73.823;MSFT;Commodity Channel Index (CCI)
2000-09-01;-112.325;MSFT;Commodity Channel Index (CCI)
2000-09-05;-93.811;MSFT;Commodity Channel Index (CCI)
2000-09-06;-123.944;MSFT;Commodity Channel Index (CCI)
2000-09-07;-10.046;MSFT;Commodity Channel Index (CCI)
2000-09-08;-103.363;MSFT;Commodity Channel Index (CCI)
2000-09-11;-181.182;MSFT;Commodity Channel Index (CCI)
2000-09-12;-173.020;MSFT;Commodity Channel Index (CCI)
2000-09-13;-143.660;MSFT;Commodity Channel Index (CCI)
2000-09-14;-163.904;MSFT;Commodity Channel Index (CCI)
2000-09-15;-199.286;MSFT;Commodity Channel Index (CCI)
2000-09-18;-164.139;MSFT;Commodity Channel Index (CCI)
2000-09-19;-85.385;MSFT;Commodity Channel Index (CCI)
2000-09-20;-81.696;MSFT;Commodity Channel Index (CCI)
2000-09-21;-62.480;MSFT;Commodity Channel Index (CCI)
2000-09-22;-99.914;MSFT;Commodity Channel Index (CCI)
2000-09-25;-118.874;MSFT;Commodity Channel Index (CCI)
2000-09-26;-63.976;MSFT;Commodity Channel Index (CCI)
2000-09-27;-123.332;MSFT;Commodity Channel Index (CCI)
2000-09-28;-110.253;MSFT;Commodity Channel Index (CCI)
2000-09-29;-137.415;MSFT;Commodity Channel Index (CCI)
2000-10-02;-127.760;MSFT;Commodity Channel Index (CCI)
2000-10-03;-163.037;MSFT;Commodity Channel Index (CCI)
2000-10-04;-170.629;MSFT;Commodity Channel Index (CCI)
2000-10-05;-118.764;MSFT;Commodity Channel Index (CCI)
2000-10-06;-97.545;MSFT;Commodity Channel Index (CCI)
2000-10-09;-105.209;MSFT;Commodity Channel Index (CCI)
2000-10-10;-82.971;MSFT;Commodity Channel Index (CCI)
2000-10-11;-46.367;MSFT;Commodity Channel Index (CCI)
2000-10-12;-56.746;MSFT;Commodity Channel Index (CCI)
2000-10-13;-123.352;MSFT;Commodity Channel Index (CCI)
2000-10-16;-208.239;MSFT;Commodity Channel Index (CCI)
2000-10-17;-155.452;MSFT;Commodity Channel Index (CCI)
2000-10-18;-107.950;MSFT;Commodity Channel Index (CCI)
2000-10-19;209.986;MSFT;Commodity Channel Index (CCI)
2000-10-20;200.427;MSFT;Commodity Channel Index (CCI)
2000-10-23;117.893;MSFT;Commodity Channel Index (CCI)
2000-10-24;71.422;MSFT;Commodity Channel Index (CCI)
2000-10-25;59.701;MSFT;Commodity Channel Index (CCI)
2000-10-26;68.726;MSFT;Commodity Channel Index (CCI)
2000-10-27;101.579;MSFT;Commodity Channel Index (CCI)
2000-10-30;120.532;MSFT;Commodity Channel Index (CCI)
2000-10-31;111.634;MSFT;Commodity Channel Index (CCI)
2000-11-01;102.132;MSFT;Commodity Channel Index (CCI)
2000-11-02;96.522;MSFT;Commodity Channel Index (CCI)
2000-11-03;51.156;MSFT;Commodity Channel Index (CCI)
2000-11-06;56.649;MSFT;Commodity Channel Index (CCI)
2000-11-07;84.147;MSFT;Commodity Channel Index (CCI)
2000-11-08;64.968;MSFT;Commodity Channel Index (CCI)
2000-11-09;77.754;MSFT;Commodity Channel Index (CCI)
2000-11-10;-123.640;MSFT;Commodity Channel Index (CCI)
2000-11-13;-200.264;MSFT;Commodity Channel Index (CCI)
2000-11-14;-34.830;MSFT;Commodity Channel Index (CCI)
2000-11-15;45.059;MSFT;Commodity Channel Index (CCI)
2000-11-16;44.464;MSFT;Commodity Channel Index (CCI)
2000-11-17;-16.334;MSFT;Commodity Channel Index (CCI)
2000-11-20;-111.045;MSFT;Commodity Channel Index (CCI)
2000-11-21;-37.511;MSFT;Commodity Channel Index (CCI)
2000-11-22;-39.982;MSFT;Commodity Channel Index (CCI)
2000-11-24;84.531;MSFT;Commodity Channel Index (CCI)
2000-11-27;143.070;MSFT;Commodity Channel Index (CCI)
2000-11-28;-71.467;MSFT;Commodity Channel Index (CCI)
2000-11-29;-170.856;MSFT;Commodity Channel Index (CCI)
2000-11-30;-254.569;MSFT;Commodity Channel Index (CCI)
2000-12-01;-166.040;MSFT;Commodity Channel Index (CCI)
2000-12-04;-125.648;MSFT;Commodity Channel Index (CCI)
2000-12-05;-65.495;MSFT;Commodity Channel Index (CCI)
2000-12-06;-73.431;MSFT;Commodity Channel Index (CCI)
2000-12-07;-107.348;MSFT;Commodity Channel Index (CCI)
2000-12-08;-80.576;MSFT;Commodity Channel Index (CCI)
2000-12-11;-33.181;MSFT;Commodity Channel Index (CCI)
2000-12-12;15.160;MSFT;Commodity Channel Index (CCI)
2000-12-13;45.865;MSFT;Commodity Channel Index (CCI)
2000-12-14;-22.042;MSFT;Commodity Channel Index (CCI)
2000-12-15;-194.897;MSFT;Commodity Channel Index (CCI)
2000-12-18;-150.251;MSFT;Commodity Channel Index (CCI)
2000-12-19;-143.771;MSFT;Commodity Channel Index (CCI)
2000-12-20;-142.565;MSFT;Commodity Channel Index (CCI)
2000-12-21;-100.323;MSFT;Commodity Channel Index (CCI)
2000-12-22;-52.417;MSFT;Commodity Channel Index (CCI)
2000-12-26;-32.713;MSFT;Commodity Channel Index (CCI)
2000-12-27;-37.858;MSFT;Commodity Channel Index (CCI)
2000-12-28;-50.403;MSFT;Commodity Channel Index (CCI)
2000-12-29;-63.715;MSFT;Commodity Channel Index (CCI)
2001-01-02;-59.727;MSFT;Commodity Channel Index (CCI)
2001-01-03;81.535;MSFT;Commodity Channel Index (CCI)
2001-01-04;134.834;MSFT;Commodity Channel Index (CCI)
2001-01-05;123.465;MSFT;Commodity Channel Index (CCI)
2001-01-08;90.308;MSFT;Commodity Channel Index (CCI)
2001-01-09;154.877;MSFT;Commodity Channel Index (CCI)
2001-01-10;135.651;MSFT;Commodity Channel Index (CCI)
2001-01-11;142.456;MSFT;Commodity Channel Index (CCI)
2001-01-12;98.741;MSFT;Commodity Channel Index (CCI)
2001-01-16;55.654;MSFT;Commodity Channel Index (CCI)
2001-01-17;70.009;MSFT;Commodity Channel Index (CCI)
2001-01-18;97.029;MSFT;Commodity Channel Index (CCI)
2001-01-19;213.870;MSFT;Commodity Channel Index (CCI)
2001-01-22;150.933;MSFT;Commodity Channel Index (CCI)
2001-01-23;109.673;MSFT;Commodity Channel Index (CCI)
2001-01-24;114.550;MSFT;Commodity Channel Index (CCI)
2001-01-25;91.368;MSFT;Commodity Channel Index (CCI)
2001-01-26;85.187;MSFT;Commodity Channel Index (CCI)
2001-01-29;93.273;MSFT;Commodity Channel Index (CCI)
2001-01-30;79.217;MSFT;Commodity Channel Index (CCI)
2001-01-31;21.009;MSFT;Commodity Channel Index (CCI)
2001-02-01;-12.868;MSFT;Commodity Channel Index (CCI)
2001-02-02;-31.999;MSFT;Commodity Channel Index (CCI)
2001-02-05;-64.562;MSFT;Commodity Channel Index (CCI)
2001-02-06;14.750;MSFT;Commodity Channel Index (CCI)
2001-02-07;94.839;MSFT;Commodity Channel Index (CCI)
2001-02-08;15.591;MSFT;Commodity Channel Index (CCI)
2001-02-09;-163.850;MSFT;Commodity Channel Index (CCI)
2001-02-12;-185.979;MSFT;Commodity Channel Index (CCI)
2001-02-13;-110.069;MSFT;Commodity Channel Index (CCI)
2001-02-14;-117.859;MSFT;Commodity Channel Index (CCI)
2001-02-15;-62.276;MSFT;Commodity Channel Index (CCI)
2001-02-16;-100.469;MSFT;Commodity Channel Index (CCI)
2001-02-20;-105.310;MSFT;Commodity Channel Index (CCI)
2001-02-21;-95.481;MSFT;Commodity Channel Index (CCI)
2001-02-22;-125.769;MSFT;Commodity Channel Index (CCI)
2001-02-23;-74.998;MSFT;Commodity Channel Index (CCI)
2001-02-26;82.299;MSFT;Commodity Channel Index (CCI)
2001-02-27;107.897;MSFT;Commodity Channel Index (CCI)
2001-02-28;74.621;MSFT;Commodity Channel Index (CCI)
2001-03-01;34.095;MSFT;Commodity Channel Index (CCI)
2001-03-02;-22.114;MSFT;Commodity Channel Index (CCI)
2001-03-05;0.842;MSFT;Commodity Channel Index (CCI)
2001-03-06;76.297;MSFT;Commodity Channel Index (CCI)
2001-03-07;109.298;MSFT;Commodity Channel Index (CCI)
2001-03-08;52.232;MSFT;Commodity Channel Index (CCI)
2001-03-09;-137.362;MSFT;Commodity Channel Index (CCI)
2001-03-12;-213.938;MSFT;Commodity Channel Index (CCI)
2001-03-13;-132.235;MSFT;Commodity Channel Index (CCI)
2001-03-14;-96.197;MSFT;Commodity Channel Index (CCI)
2001-03-15;-61.502;MSFT;Commodity Channel Index (CCI)
2001-03-16;-58.546;MSFT;Commodity Channel Index (CCI)
2001-03-19;-42.894;MSFT;Commodity Channel Index (CCI)
2001-03-20;-48.581;MSFT;Commodity Channel Index (CCI)
2001-03-21;-155.247;MSFT;Commodity Channel Index (CCI)
2001-03-22;-64.463;MSFT;Commodity Channel Index (CCI)
2001-03-23;176.995;MSFT;Commodity Channel Index (CCI)
2001-03-26;156.297;MSFT;Commodity Channel Index (CCI)
2001-03-27;157.383;MSFT;Commodity Channel Index (CCI)
2001-03-28;71.865;MSFT;Commodity Channel Index (CCI)
2001-03-29;38.335;MSFT;Commodity Channel Index (CCI)
2001-03-30;1.578;MSFT;Commodity Channel Index (CCI)
2001-04-02;33.735;MSFT;Commodity Channel Index (CCI)
2001-04-03;-54.009;MSFT;Commodity Channel Index (CCI)
2001-04-04;-129.082;MSFT;Commodity Channel Index (CCI)
2001-04-05;24.699;MSFT;Commodity Channel Index (CCI)
2001-04-06;40.865;MSFT;Commodity Channel Index (CCI)
2001-04-09;75.483;MSFT;Commodity Channel Index (CCI)
2001-04-10;201.129;MSFT;Commodity Channel Index (CCI)
2001-04-11;179.059;MSFT;Commodity Channel Index (CCI)
2001-04-12;140.750;MSFT;Commodity Channel Index (CCI)
2001-04-16;93.997;MSFT;Commodity Channel Index (CCI)
2001-04-17;81.765;MSFT;Commodity Channel Index (CCI)
2001-04-18;139.831;MSFT;Commodity Channel Index (CCI)
2001-04-19;174.207;MSFT;Commodity Channel Index (CCI)
2001-04-20;154.766;MSFT;Commodity Channel Index (CCI)
2001-04-23;90.598;MSFT;Commodity Channel Index (CCI)
2001-04-24;77.687;MSFT;Commodity Channel Index (CCI)
2001-04-25;76.346;MSFT;Commodity Channel Index (CCI)
2001-04-26;73.895;MSFT;Commodity Channel Index (CCI)
2001-04-27;27.107;MSFT;Commodity Channel Index (CCI)
2001-04-30;31.441;MSFT;Commodity Channel Index (CCI)
2001-05-01;85.646;MSFT;Commodity Channel Index (CCI)
2001-05-02;119.183;MSFT;Commodity Channel Index (CCI)
2001-05-03;12.757;MSFT;Commodity Channel Index (CCI)
2001-05-04;100.258;MSFT;Commodity Channel Index (CCI)
2001-05-07;175.733;MSFT;Commodity Channel Index (CCI)
2001-05-08;143.630;MSFT;Commodity Channel Index (CCI)
2001-05-09;53.654;MSFT;Commodity Channel Index (CCI)
2001-05-10;38.435;MSFT;Commodity Channel Index (CCI)
2001-05-11;-50.468;MSFT;Commodity Channel Index (CCI)
2001-05-14;-111.762;MSFT;Commodity Channel Index (CCI)
2001-05-15;-111.267;MSFT;Commodity Channel Index (CCI)
2001-05-16;-72.308;MSFT;Commodity Channel Index (CCI)
2001-05-17;-79.148;MSFT;Commodity Channel Index (CCI)
2001-05-18;-87.112;MSFT;Commodity Channel Index (CCI)
2001-05-21;-38.505;MSFT;Commodity Channel Index (CCI)
2001-05-22;72.951;MSFT;Commodity Channel Index (CCI)
2001-05-23;111.437;MSFT;Commodity Channel Index (CCI)
2001-05-24;157.170;MSFT;Commodity Channel Index (CCI)
2001-05-25;119.797;MSFT;Commodity Channel Index (CCI)
2001-05-29;75.463;MSFT;Commodity Channel Index (CCI)
2001-05-30;-15.426;MSFT;Commodity Channel Index (CCI)
2001-05-31;-32.625;MSFT;Commodity Channel Index (CCI)
2001-06-01;4.519;MSFT;Commodity Channel Index (CCI)
2001-06-04;48.222;MSFT;Commodity Channel Index (CCI)
2001-06-05;171.713;MSFT;Commodity Channel Index (CCI)
2001-06-06;154.902;MSFT;Commodity Channel Index (CCI)
2001-06-07;149.893;MSFT;Commodity Channel Index (CCI)
2001-06-08;101.417;MSFT;Commodity Channel Index (CCI)
2001-06-11;45.531;MSFT;Commodity Channel Index (CCI)
2001-06-12;20.194;MSFT;Commodity Channel Index (CCI)
2001-06-13;-22.104;MSFT;Commodity Channel Index (CCI)
2001-06-14;-143.413;MSFT;Commodity Channel Index (CCI)
2001-06-15;-186.897;MSFT;Commodity Channel Index (CCI)
2001-06-18;-147.286;MSFT;Commodity Channel Index (CCI)
2001-06-19;-89.509;MSFT;Commodity Channel Index (CCI)
2001-06-20;-45.704;MSFT;Commodity Channel Index (CCI)
2001-06-21;-1.436;MSFT;Commodity Channel Index (CCI)
2001-06-22;-4.796;MSFT;Commodity Channel Index (CCI)
2001-06-25;-17.014;MSFT;Commodity Channel Index (CCI)
2001-06-26;34.896;MSFT;Commodity Channel Index (CCI)
2001-06-27;142.617;MSFT;Commodity Channel Index (CCI)
2001-06-28;209.052;MSFT;Commodity Channel Index (CCI)
2001-06-29;130.992;MSFT;Commodity Channel Index (CCI)
2001-07-02;54.064;MSFT;Commodity Channel Index (CCI)
2001-07-03;-0.493;MSFT;Commodity Channel Index (CCI)
2001-07-05;-70.245;MSFT;Commodity Channel Index (CCI)
2001-07-06;-156.393;MSFT;Commodity Channel Index (CCI)
2001-07-09;-144.355;MSFT;Commodity Channel Index (CCI)
2001-07-10;-133.891;MSFT;Commodity Channel Index (CCI)
2001-07-11;-84.412;MSFT;Commodity Channel Index (CCI)
2001-07-12;55.415;MSFT;Commodity Channel Index (CCI)
2001-07-13;65.728;MSFT;Commodity Channel Index (CCI)
2001-07-16;65.566;MSFT;Commodity Channel Index (CCI)
2001-07-17;69.937;MSFT;Commodity Channel Index (CCI)
2001-07-18;49.854;MSFT;Commodity Channel Index (CCI)
2001-07-19;78.409;MSFT;Commodity Channel Index (CCI)
2001-07-20;-14.856;MSFT;Commodity Channel Index (CCI)
2001-07-23;-60.452;MSFT;Commodity Channel Index (CCI)
2001-07-24;-101.856;MSFT;Commodity Channel Index (CCI)
2001-07-25;-105.386;MSFT;Commodity Channel Index (CCI)
2001-07-26;-93.185;MSFT;Commodity Channel Index (CCI)
2001-07-27;-99.626;MSFT;Commodity Channel Index (CCI)
2001-07-30;-70.844;MSFT;Commodity Channel Index (CCI)
2001-07-31;-49.708;MSFT;Commodity Channel Index (CCI)
2001-08-01;-48.115;MSFT;Commodity Channel Index (CCI)
2001-08-02;30.086;MSFT;Commodity Channel Index (CCI)
2001-08-03;26.991;MSFT;Commodity Channel Index (CCI)
2001-08-06;-33.420;MSFT;Commodity Channel Index (CCI)
2001-08-07;4.587;MSFT;Commodity Channel Index (CCI)
2001-08-08;-149.757;MSFT;Commodity Channel Index (CCI)
2001-08-09;-161.612;MSFT;Commodity Channel Index (CCI)
2001-08-10;-146.956;MSFT;Commodity Channel Index (CCI)
2001-08-13;-49.953;MSFT;Commodity Channel Index (CCI)
2001-08-14;-75.293;MSFT;Commodity Channel Index (CCI)
2001-08-15;-147.155;MSFT;Commodity Channel Index (CCI)
