"data";"valor_indicador";"ativo";"indicador"
2012-11-30;17.225;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-03;17.362;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-04;17.482;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-05;17.486;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-06;17.507;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-07;17.544;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-10;17.527;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-11;17.704;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-12;17.933;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-13;18.105;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-14;18.371;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-17;18.759;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-18;19.200;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-19;19.607;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-20;19.744;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-21;19.749;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-26;19.753;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-27;19.819;VALE3.SA;Double Exponential Moving Average (DEMA)
2012-12-28;19.953;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-02;20.131;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-03;20.332;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-04;20.446;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-07;20.394;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-08;20.228;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-09;20.089;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-10;19.996;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-11;19.913;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-14;19.825;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-15;19.758;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-16;19.650;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-17;19.472;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-18;19.416;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-21;19.313;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-22;19.238;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-23;19.185;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-24;19.196;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-28;19.033;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-29;18.779;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-30;18.624;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-01-31;18.451;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-01;18.557;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-04;18.690;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-05;18.760;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-06;18.738;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-07;18.712;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-08;18.610;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-13;18.581;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-14;18.496;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-15;18.342;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-18;18.210;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-19;18.085;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-20;17.914;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-21;17.540;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-22;17.383;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-25;17.132;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-26;16.931;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-27;16.965;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-02-28;16.936;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-01;17.020;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-04;16.973;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-05;16.904;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-06;16.843;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-07;17.083;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-08;17.162;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-11;17.139;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-12;17.152;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-13;17.098;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-14;16.885;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-15;16.750;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-18;16.530;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-19;16.373;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-20;16.165;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-21;16.087;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-22;16.108;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-25;16.140;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-26;16.122;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-27;16.099;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-03-28;16.199;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-01;16.227;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-02;16.250;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-03;16.017;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-04;16.122;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-05;16.015;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-08;16.086;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-09;16.190;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-10;16.491;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-11;16.515;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-12;16.371;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-15;16.175;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-16;16.094;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-17;15.821;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-18;15.740;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-19;15.667;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-22;15.585;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-23;15.591;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-24;15.766;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-25;16.053;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-26;16.197;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-29;16.225;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-04-30;16.279;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-02;16.256;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-03;16.325;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-06;16.360;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-07;16.401;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-08;16.554;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-09;16.644;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-10;16.761;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-13;16.679;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-14;16.554;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-15;16.307;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-16;16.020;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-17;15.807;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-20;15.653;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-21;15.712;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-22;15.789;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-23;15.615;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-24;15.464;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-27;15.376;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-28;15.395;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-29;15.221;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-05-31;15.185;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-03;15.052;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-04;15.141;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-05;15.155;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-06;15.058;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-07;14.941;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-10;14.849;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-11;14.688;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-12;14.578;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-13;14.392;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-14;14.521;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-17;14.549;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-18;14.527;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-19;14.627;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-20;14.550;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-21;14.561;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-24;14.492;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-25;14.356;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-26;14.290;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-27;14.101;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-06-28;13.924;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-01;13.798;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-02;13.831;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-03;13.742;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-04;13.792;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-05;13.802;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-08;13.798;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-10;13.841;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-11;14.021;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-12;14.200;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-15;14.356;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-16;14.483;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-17;14.740;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-18;14.959;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-19;15.062;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-22;15.059;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-23;15.197;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-24;15.319;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-25;15.355;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-26;15.481;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-29;15.522;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-30;15.537;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-07-31;15.398;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-01;15.373;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-02;15.321;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-05;15.269;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-06;15.261;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-07;15.200;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-08;15.346;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-09;15.658;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-12;16.113;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-13;16.596;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-14;16.865;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-15;17.019;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-16;17.277;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-19;17.471;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-20;17.541;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-21;17.452;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-22;17.477;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-23;17.559;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-26;17.545;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-27;17.485;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-28;17.402;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-29;17.255;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-08-30;17.142;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-02;17.134;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-03;17.167;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-04;17.168;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-05;17.229;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-06;17.349;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-09;17.344;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-10;17.544;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-11;17.822;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-12;17.913;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-13;17.951;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-16;17.927;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-17;17.837;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-18;17.785;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-19;17.814;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-20;17.732;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-23;17.670;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-24;17.622;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-25;17.466;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-26;17.408;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-27;17.362;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-09-30;17.328;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-01;17.139;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-02;16.922;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-03;16.806;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-04;16.663;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-07;16.556;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-08;16.483;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-09;16.397;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-10;16.270;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-11;16.191;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-14;16.136;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-15;16.394;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-16;16.619;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-17;16.875;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-18;17.080;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-21;17.194;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-22;17.337;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-23;17.482;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-24;17.495;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-25;17.473;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-28;17.489;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-29;17.580;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-30;17.601;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-10-31;17.581;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-01;17.674;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-04;17.900;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-05;18.270;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-06;18.563;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-07;18.841;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-08;18.756;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-11;18.660;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-12;18.623;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-13;18.311;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-14;18.170;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-18;18.109;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-19;18.049;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-21;17.834;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-22;17.627;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-25;17.599;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-26;17.419;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-27;17.191;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-28;17.296;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-11-29;17.346;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-02;17.380;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-03;17.365;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-04;17.411;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-05;17.446;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-06;17.576;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-09;17.595;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-10;17.652;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-11;17.635;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-12;17.498;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-13;17.451;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-16;17.307;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-17;17.175;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-18;17.146;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-19;17.165;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-20;17.173;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-23;17.127;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-26;17.162;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-27;17.200;VALE3.SA;Double Exponential Moving Average (DEMA)
2013-12-30;17.392;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-02;17.539;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-03;17.467;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-06;17.219;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-07;17.098;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-08;16.924;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-09;16.797;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-10;16.506;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-13;16.262;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-14;16.070;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-15;15.959;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-16;16.028;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-17;16.058;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-20;15.979;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-21;15.746;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-22;15.623;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-23;15.533;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-24;15.393;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-27;15.383;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-28;15.454;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-29;15.508;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-30;15.777;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-01-31;15.825;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-03;15.992;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-04;16.042;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-05;16.117;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-06;16.377;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-07;16.614;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-10;16.728;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-11;16.820;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-12;16.991;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-13;17.046;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-14;17.123;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-17;17.248;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-18;17.286;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-19;17.293;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-20;17.322;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-21;17.313;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-24;17.302;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-25;17.065;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-26;16.784;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-27;16.662;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-02-28;16.580;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-05;16.391;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-06;16.214;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-07;15.987;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-10;15.579;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-11;15.331;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-12;15.024;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-13;14.929;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-14;14.719;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-17;14.562;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-18;14.499;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-19;14.506;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-20;14.470;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-21;14.485;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-24;14.652;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-25;14.848;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-26;15.037;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-27;15.124;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-28;15.254;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-03-31;15.350;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-01;15.487;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-02;15.530;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-03;15.732;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-04;16.001;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-07;16.171;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-08;16.401;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-09;16.490;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-10;16.500;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-11;16.455;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-14;16.635;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-15;16.556;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-16;16.383;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-17;16.251;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-22;16.188;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-23;16.027;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-24;15.874;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-25;15.778;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-28;15.592;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-29;15.452;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-04-30;15.267;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-02;15.173;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-05;15.223;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-06;15.199;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-07;15.183;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-08;15.216;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-09;15.140;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-12;15.151;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-13;15.271;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-14;15.396;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-15;15.574;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-16;15.638;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-19;15.558;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-20;15.388;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-21;15.221;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-22;15.095;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-23;15.056;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-26;15.025;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-27;15.003;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-28;14.920;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-29;14.897;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-05-30;14.781;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-06-02;14.718;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-06-03;14.738;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-06-04;14.698;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-06-05;14.692;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-06-06;14.771;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-06-09;14.833;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-06-10;14.926;VALE3.SA;Double Exponential Moving Average (DEMA)
2014-06-11;15.033;VALE3.SA;Double Exponential Moving Average (DEMA)
